"UniqueID","Popular.fctr","Popular.fctr.predict.All.X.glm.prob","Popular.fctr.predict.All.X.glm","Popular.fctr.predict.All.X.glm.accurate"
487,"N",3.86718126182729e-09,"N",TRUE
486,"N",0.0770867916839171,"N",TRUE
478,"N",0.0529489036275091,"N",TRUE
476,"N",2.22044604925031e-16,"N",TRUE
474,"N",0.0952517729435534,"N",TRUE
467,"N",0.0186065976773487,"N",TRUE
466,"N",0.0224298330323307,"N",TRUE
464,"N",0.00121867228450025,"N",TRUE
457,"N",0.417455172379149,"Y",FALSE
454,"N",2.22044604925031e-16,"N",TRUE
452,"Y",0.956815092523139,"Y",TRUE
450,"Y",0.246439107046502,"N",FALSE
641,"Y",0.953947647897145,"Y",TRUE
640,"N",0.283145500639706,"N",TRUE
639,"N",0.266064558835916,"N",TRUE
633,"N",0.00283775446112995,"N",TRUE
630,"N",6.51896876001928e-13,"N",TRUE
627,"N",1.20243954662175e-10,"N",TRUE
625,"N",0.000613904513037225,"N",TRUE
619,"N",0.00114749921090476,"N",TRUE
617,"N",2.22044604925031e-16,"N",TRUE
616,"Y",0.750255726898282,"Y",TRUE
611,"N",0.0254572609505087,"N",TRUE
608,"N",0.00365698357268389,"N",TRUE
601,"Y",0.0719232398097124,"N",FALSE
598,"Y",0.0389139140113039,"N",FALSE
597,"N",0.150119578359994,"N",TRUE
590,"N",2.81007721211136e-10,"N",TRUE
589,"N",2.22044604925031e-16,"N",TRUE
581,"N",2.22044604925031e-16,"N",TRUE
578,"Y",0.744888166467547,"Y",TRUE
575,"N",0.117273951076698,"N",TRUE
574,"N",3.12947214332107e-10,"N",TRUE
572,"N",0.0151953831098289,"N",TRUE
567,"N",0.0482441517063322,"N",TRUE
565,"N",2.22044604925031e-16,"N",TRUE
564,"N",4.83911325836831e-12,"N",TRUE
746,"N",0.0235375582795555,"N",TRUE
744,"N",0.0568912086838692,"N",TRUE
739,"N",0.0161695001163772,"N",TRUE
738,"N",2.95974469638771e-12,"N",TRUE
734,"N",1.1168068532603e-10,"N",TRUE
733,"N",2.22044604925031e-16,"N",TRUE
729,"N",0.00196344132671445,"N",TRUE
727,"N",2.84077574556987e-10,"N",TRUE
726,"N",2.22044604925031e-16,"N",TRUE
725,"N",0.963979933384739,"Y",FALSE
722,"N",0.0533140072804463,"N",TRUE
721,"N",0.0378073760732428,"N",TRUE
720,"N",0.11209538796554,"N",TRUE
715,"Y",0.842212108338234,"Y",TRUE
712,"N",1.52903011896788e-08,"N",TRUE
707,"Y",0.636109253662321,"Y",TRUE
704,"N",0.145297705394482,"N",TRUE
702,"N",0.00263978712250431,"N",TRUE
701,"N",0.00223204678827238,"N",TRUE
697,"N",1.53570273776811e-11,"N",TRUE
695,"N",2.22044604925031e-16,"N",TRUE
687,"N",0.0173239912005129,"N",TRUE
685,"Y",0.473695455153627,"Y",TRUE
677,"N",6.24133001752617e-10,"N",TRUE
671,"N",0.0769267756718725,"N",TRUE
670,"N",0.0244784208152386,"N",TRUE
666,"N",0.059521551770811,"N",TRUE
665,"N",2.1546079417463e-08,"N",TRUE
664,"N",0.672917049223454,"Y",FALSE
663,"N",0.162106983863917,"N",TRUE
659,"N",2.22044604925031e-16,"N",TRUE
655,"N",0.0113804965480443,"N",TRUE
654,"Y",0.757967345290199,"Y",TRUE
653,"N",0.224027450786418,"N",TRUE
652,"N",0.079194951761789,"N",TRUE
649,"N",0.219913269696192,"N",TRUE
835,"N",2.22044604925031e-16,"N",TRUE
833,"N",0.727391059190521,"Y",FALSE
830,"N",0.40754864655485,"Y",FALSE
827,"N",2.22044604925031e-16,"N",TRUE
825,"Y",0.111398339204283,"N",FALSE
821,"N",2.22044604925031e-16,"N",TRUE
816,"N",2.22044604925031e-16,"N",TRUE
815,"Y",0.904359782984148,"Y",TRUE
814,"Y",0.426088999389857,"Y",TRUE
811,"N",0.520294684847636,"Y",FALSE
810,"N",2.22044604925031e-16,"N",TRUE
806,"N",5.17820123480399e-10,"N",TRUE
805,"N",0.257739698339879,"N",TRUE
804,"N",2.22044604925031e-16,"N",TRUE
800,"N",1.651544425297e-10,"N",TRUE
795,"N",2.22044604925031e-16,"N",TRUE
794,"N",0.00549173017298045,"N",TRUE
793,"N",0.0151116253400539,"N",TRUE
790,"N",0.0025237027178739,"N",TRUE
789,"N",0.0516751198858939,"N",TRUE
788,"N",0.0892024963707462,"N",TRUE
785,"N",0.401297534518296,"Y",FALSE
783,"N",2.22044604925031e-16,"N",TRUE
780,"N",0.0536274454249179,"N",TRUE
779,"Y",0.617562608952204,"Y",TRUE
778,"N",2.22044604925031e-16,"N",TRUE
771,"N",9.08132759966237e-06,"N",TRUE
770,"N",0.971580170049884,"Y",FALSE
768,"N",2.22044604925031e-16,"N",TRUE
767,"N",0.180754369987446,"N",TRUE
756,"Y",0.346426796217019,"N",FALSE
755,"Y",0.836674193085182,"Y",TRUE
917,"N",0.227128179616645,"N",TRUE
913,"N",2.22044604925031e-16,"N",TRUE
911,"N",0.0269172645969623,"N",TRUE
906,"N",2.22044604925031e-16,"N",TRUE
902,"N",1.71245687843139e-12,"N",TRUE
898,"N",0.201167346321822,"N",TRUE
892,"N",0.46368561643491,"Y",FALSE
890,"N",4.23635572117404e-11,"N",TRUE
883,"N",9.77841211257601e-11,"N",TRUE
880,"N",0.0110309276826716,"N",TRUE
871,"N",0.0032509434391377,"N",TRUE
867,"N",0.0104987421820613,"N",TRUE
865,"N",0.0273495691267064,"N",TRUE
862,"N",5.43688214531773e-11,"N",TRUE
861,"N",0.0507945714357829,"N",TRUE
860,"N",2.22044604925031e-16,"N",TRUE
859,"N",0.0487326592973732,"N",TRUE
856,"N",0.00853791651225554,"N",TRUE
850,"N",1.49867262311958e-11,"N",TRUE
849,"N",0.0125590732283462,"N",TRUE
845,"N",2.22044604925031e-16,"N",TRUE
838,"N",0.100166347628228,"N",TRUE
938,"N",0.0844615109113376,"N",TRUE
937,"N",2.18505925370785e-09,"N",TRUE
932,"N",0.436640776373117,"Y",FALSE
928,"N",0.00115324283752118,"N",TRUE
925,"N",9.23251944199814e-05,"N",TRUE
924,"Y",0.881562672893169,"Y",TRUE
922,"N",2.22044604925031e-16,"N",TRUE
962,"N",0.644085654320849,"Y",FALSE
957,"N",2.22044604925031e-16,"N",TRUE
953,"N",0.0691255702247876,"N",TRUE
949,"N",2.22044604925031e-16,"N",TRUE
946,"N",0.284327710368832,"N",TRUE
941,"N",0.819745053953037,"Y",FALSE
1060,"N",0.0611424381157355,"N",TRUE
1058,"N",2.22044604925031e-16,"N",TRUE
1057,"N",2.22044604925031e-16,"N",TRUE
1054,"N",0.0394786942674686,"N",TRUE
1053,"Y",0.319650657939692,"N",FALSE
1047,"N",0.0244197901155873,"N",TRUE
1043,"N",0.0118088823491675,"N",TRUE
1035,"Y",0.711126697098269,"Y",TRUE
1032,"N",0.0494200767676649,"N",TRUE
1031,"N",0.0257228471048943,"N",TRUE
1027,"N",2.22044604925031e-16,"N",TRUE
1025,"N",1.63699411512428e-10,"N",TRUE
1019,"Y",0.872575311637794,"Y",TRUE
1014,"N",2.22044604925031e-16,"N",TRUE
1006,"Y",0.875316936673449,"Y",TRUE
1005,"N",2.22044604925031e-16,"N",TRUE
1003,"N",2.22044604925031e-16,"N",TRUE
997,"N",0.0599326035842221,"N",TRUE
994,"N",2.47623599504072e-10,"N",TRUE
991,"N",1.79627123956033e-12,"N",TRUE
986,"Y",0.903320645021893,"Y",TRUE
982,"N",0.0067888544400644,"N",TRUE
978,"N",0.000364111015850975,"N",TRUE
967,"N",0.133422897898716,"N",TRUE
966,"Y",0.943059888180441,"Y",TRUE
1145,"N",1,"Y",FALSE
1142,"N",0.0308593212780074,"N",TRUE
1138,"N",0.0191522754059638,"N",TRUE
1136,"N",2.22044604925031e-16,"N",TRUE
1132,"Y",0.987974376891257,"Y",TRUE
1123,"N",1.65015715765247e-09,"N",TRUE
1120,"N",0.0516744546949838,"N",TRUE
1117,"N",0.148396864321424,"N",TRUE
1103,"N",0.00356556197298411,"N",TRUE
1099,"N",0.00101384050751749,"N",TRUE
1097,"N",2.22044604925031e-16,"N",TRUE
1096,"Y",0.168338368288279,"N",FALSE
1092,"Y",0.018626536342085,"N",FALSE
1089,"N",0.0489162111714332,"N",TRUE
1087,"N",0.0322495656312787,"N",TRUE
1080,"N",0.00104926662544768,"N",TRUE
1074,"N",2.22044604925031e-16,"N",TRUE
1072,"N",2.22044604925031e-16,"N",TRUE
1071,"N",0.000638417122281735,"N",TRUE
1070,"N",0.0334194889403587,"N",TRUE
1228,"N",5.33222371365358e-12,"N",TRUE
1227,"N",2.22044604925031e-16,"N",TRUE
1226,"N",2.22044604925031e-16,"N",TRUE
1225,"N",2.22044604925031e-16,"N",TRUE
1219,"N",0.057828441522908,"N",TRUE
1217,"N",2.22044604925031e-16,"N",TRUE
1214,"N",0.00524488332289421,"N",TRUE
1213,"N",0.0924344774543424,"N",TRUE
1210,"N",0.0829458398664553,"N",TRUE
1208,"N",0.00755444620290021,"N",TRUE
1202,"N",0.0555017753694819,"N",TRUE
1201,"N",0.0559862556241913,"N",TRUE
1198,"N",0.151540178919174,"N",TRUE
1195,"Y",0.214507261768937,"N",FALSE
1192,"N",2.22044604925031e-16,"N",TRUE
1189,"N",0.0160556594630861,"N",TRUE
1185,"N",0.0194120750293028,"N",TRUE
1184,"N",2.70260647261692e-10,"N",TRUE
1179,"N",0.716073297691053,"Y",FALSE
1170,"N",2.22044604925031e-16,"N",TRUE
1169,"N",0.0429418401937575,"N",TRUE
1167,"Y",0.758674716177677,"Y",TRUE
1161,"N",0.00577252181631348,"N",TRUE
1159,"N",0.0162219671764573,"N",TRUE
1153,"N",0.125570894228121,"N",TRUE
1152,"N",0.560201387019618,"Y",FALSE
1151,"N",0.670185926694214,"Y",FALSE
1322,"N",0.732293942152365,"Y",FALSE
1320,"N",2.22044604925031e-16,"N",TRUE
1319,"N",0.00853287464002333,"N",TRUE
1318,"N",0.0186652469916083,"N",TRUE
1313,"N",0.0291872757697276,"N",TRUE
1310,"N",0.029960278027075,"N",TRUE
1307,"N",2.22044604925031e-16,"N",TRUE
1306,"Y",0.390792235899769,"N",FALSE
1298,"Y",0.965688962001543,"Y",TRUE
1296,"N",2.22044604925031e-16,"N",TRUE
1295,"N",0.0333968927251544,"N",TRUE
1293,"N",0.00811718491853047,"N",TRUE
1282,"N",2.22044604925031e-16,"N",TRUE
1280,"N",0.00037335932674677,"N",TRUE
1279,"N",2.22044604925031e-16,"N",TRUE
1274,"N",4.05581161177705e-10,"N",TRUE
1273,"Y",0.0903641697322494,"N",FALSE
1270,"Y",0.750238610390805,"Y",TRUE
1268,"N",0.0258108756638305,"N",TRUE
1265,"N",0.00172267960052683,"N",TRUE
1263,"Y",0.934964164209285,"Y",TRUE
1262,"N",0.00332381877258063,"N",TRUE
1260,"N",0.233616725440933,"N",TRUE
1259,"N",0.0353614681048586,"N",TRUE
1255,"Y",0.00530837100755784,"N",FALSE
1252,"N",0.00321339699448437,"N",TRUE
1249,"N",0.00178408212018124,"N",TRUE
1247,"N",0.00100848021958239,"N",TRUE
1246,"Y",0.388331616241023,"N",FALSE
1245,"N",0.0604743254571744,"N",TRUE
1241,"N",0.821312598261067,"Y",FALSE
1237,"N",0.329480622055034,"N",TRUE
1236,"N",0.0510508260576313,"N",TRUE
1234,"N",0.239265046918096,"N",TRUE
1411,"N",0.0298245864574563,"N",TRUE
1410,"N",1.76313110994925e-11,"N",TRUE
1409,"N",2.22044604925031e-16,"N",TRUE
1408,"N",2.22044604925031e-16,"N",TRUE
1404,"Y",0.403504796613563,"Y",TRUE
1403,"Y",2.38871253896741e-10,"N",FALSE
1402,"N",0.0393298918143925,"N",TRUE
1401,"N",0.00860384014871576,"N",TRUE
1400,"N",0.0110760354773636,"N",TRUE
1395,"N",2.22044604925031e-16,"N",TRUE
1379,"N",6.19148603020558e-11,"N",TRUE
1377,"N",0.000927880226893404,"N",TRUE
1373,"N",1.48580439321684e-10,"N",TRUE
1370,"N",2.22044604925031e-16,"N",TRUE
1369,"N",0.415835393565104,"Y",FALSE
1363,"N",0.000428842320905538,"N",TRUE
1359,"N",2.22044604925031e-16,"N",TRUE
1355,"N",0.518105825789595,"Y",FALSE
1354,"N",0.455097315847671,"Y",FALSE
1353,"N",0.00450940681231086,"N",TRUE
1351,"N",2.22044604925031e-16,"N",TRUE
1346,"N",2.22044604925031e-16,"N",TRUE
1345,"N",0.00195343758742236,"N",TRUE
1343,"N",0.0707795797284446,"N",TRUE
1337,"N",2.22044604925031e-16,"N",TRUE
1336,"N",1.32544761339794e-11,"N",TRUE
1335,"N",0.0147754683132047,"N",TRUE
1329,"N",2.22044604925031e-16,"N",TRUE
1434,"N",2.41219718135091e-05,"N",TRUE
1433,"Y",0.823043854403376,"Y",TRUE
1432,"N",2.22044604925031e-16,"N",TRUE
1431,"N",2.22044604925031e-16,"N",TRUE
1426,"N",2.22044604925031e-16,"N",TRUE
1419,"Y",0.118567634764171,"N",FALSE
1479,"N",9.04165457613327e-12,"N",TRUE
1476,"N",2.22044604925031e-16,"N",TRUE
1472,"N",2.22044604925031e-16,"N",TRUE
1470,"N",0.0133050848541648,"N",TRUE
1468,"N",2.48872045538067e-10,"N",TRUE
1465,"N",0.00585586933723185,"N",TRUE
1461,"N",0.06960000996591,"N",TRUE
1454,"N",0.307543553957511,"N",TRUE
1449,"Y",0.983053959683417,"Y",TRUE
1446,"N",0.101865055670077,"N",TRUE
1443,"N",0.00411378503237738,"N",TRUE
1440,"Y",0.654429574980615,"Y",TRUE
1599,"N",0.033402212483176,"N",TRUE
1598,"N",1.35437736394331e-10,"N",TRUE
1596,"Y",0.454645872266887,"Y",TRUE
1594,"N",0.0199993409336342,"N",TRUE
1593,"N",0.0369930220380394,"N",TRUE
1592,"N",2.22044604925031e-16,"N",TRUE
1589,"N",0.0607896629073661,"N",TRUE
1588,"Y",0.0564314451785936,"N",FALSE
1587,"N",0.0499403713535913,"N",TRUE
1580,"N",0.0174842148184881,"N",TRUE
1579,"N",1.76007362019304e-10,"N",TRUE
1576,"N",0.0215247779505579,"N",TRUE
1566,"N",2.59864454340075e-10,"N",TRUE
1563,"N",2.22044604925031e-16,"N",TRUE
1558,"Y",0.625681469400347,"Y",TRUE
1556,"N",0.00760473842951347,"N",TRUE
1554,"N",0.684300434746829,"Y",FALSE
1547,"N",0.00119382487186207,"N",TRUE
1544,"N",2.22044604925031e-16,"N",TRUE
1540,"N",0.0541462273285656,"N",TRUE
1538,"N",3.09999786794643e-11,"N",TRUE
1534,"N",0.0300594127526909,"N",TRUE
1532,"N",0.166140670448135,"N",TRUE
1529,"Y",0.999999999880751,"Y",TRUE
1526,"Y",0.592758352783762,"Y",TRUE
1525,"N",0.649822465447971,"Y",FALSE
1524,"N",0.0201443856980378,"N",TRUE
1520,"N",0.0168712061978622,"N",TRUE
1519,"N",1.86376616624073e-10,"N",TRUE
1516,"N",0.00583627204099672,"N",TRUE
1515,"N",0.451736307668434,"Y",FALSE
1511,"N",0.0158981745095622,"N",TRUE
1509,"N",3.08292712764115e-06,"N",TRUE
1505,"N",0.132057619473077,"N",TRUE
1498,"N",0.0885828008575396,"N",TRUE
1492,"N",0.0111125220701515,"N",TRUE
1490,"N",0.0421620004043948,"N",TRUE
1489,"Y",2.22044604925031e-16,"N",FALSE
1488,"N",6.25950241571179e-08,"N",TRUE
1486,"Y",0.147176654635111,"N",FALSE
1481,"N",0.00608692802426276,"N",TRUE
1725,"N",0.00729747930575829,"N",TRUE
1719,"N",0.0079200550410054,"N",TRUE
1714,"N",0.216074239068685,"N",TRUE
1711,"N",0.00407769778916485,"N",TRUE
1710,"N",2.22044604925031e-16,"N",TRUE
1709,"N",0.0327624670619799,"N",TRUE
1700,"N",0.020417944137255,"N",TRUE
1685,"N",0.618397139324026,"Y",FALSE
1683,"N",0.0493599326347839,"N",TRUE
1679,"N",3.82220068229762e-11,"N",TRUE
1677,"N",0.675939289134528,"Y",FALSE
1672,"N",0.00121765418664118,"N",TRUE
1671,"N",3.25274420584211e-11,"N",TRUE
1667,"N",0.968676480180522,"Y",FALSE
1666,"N",0.190806681996698,"N",TRUE
1665,"N",0.0015344989158151,"N",TRUE
1664,"N",0.0341207033277246,"N",TRUE
1660,"N",7.45702537153309e-11,"N",TRUE
1658,"N",2.22044604925031e-16,"N",TRUE
1655,"Y",0.723240705198793,"Y",TRUE
1652,"N",2.67082147015905e-12,"N",TRUE
1651,"N",6.8768207097593e-11,"N",TRUE
1645,"N",2.22044604925031e-16,"N",TRUE
1639,"N",0.631129500942984,"Y",FALSE
1637,"N",0.0141405169881713,"N",TRUE
1634,"N",1.27411613808124e-10,"N",TRUE
1630,"N",2.07461355731149e-06,"N",TRUE
1629,"N",2.22044604925031e-16,"N",TRUE
1625,"N",2.22044604925031e-16,"N",TRUE
1622,"N",6.31961485077724e-12,"N",TRUE
1621,"N",0.15233082621134,"N",TRUE
1620,"N",8.16544403802495e-12,"N",TRUE
1619,"N",0.0243451861600099,"N",TRUE
1617,"N",0.0275185724472097,"N",TRUE
1616,"N",0.00408112411150356,"N",TRUE
1613,"N",0.129161384773384,"N",TRUE
1611,"N",0.12022514534641,"N",TRUE
1608,"Y",0.416202678565222,"Y",TRUE
1851,"Y",0.921706965172735,"Y",TRUE
1844,"N",0.0118936807337955,"N",TRUE
1843,"Y",0.746576608932241,"Y",TRUE
1836,"N",0.00737329227988222,"N",TRUE
1830,"N",0.0628948571927097,"N",TRUE
1826,"N",2.22044604925031e-16,"N",TRUE
1815,"Y",0.993102546207774,"Y",TRUE
1813,"N",6.97465954128591e-11,"N",TRUE
1812,"N",0.000603744907598835,"N",TRUE
1810,"N",0.0116262644904415,"N",TRUE
1805,"N",0.278675826407672,"N",TRUE
1804,"N",0.0652494980720725,"N",TRUE
1800,"N",1.39123196072486e-10,"N",TRUE
1796,"N",2.22044604925031e-16,"N",TRUE
1794,"N",0.000806315238920517,"N",TRUE
1793,"N",7.93966001821951e-11,"N",TRUE
1788,"N",3.32862711803203e-12,"N",TRUE
1779,"N",2.22044604925031e-16,"N",TRUE
1772,"N",0.00170819678066901,"N",TRUE
1768,"N",0.0672209227126436,"N",TRUE
1766,"N",2.22044604925031e-16,"N",TRUE
1763,"N",0.409419916110071,"Y",FALSE
1761,"N",0.00952713072278749,"N",TRUE
1754,"N",0.0372817595862751,"N",TRUE
1749,"N",0.00119032577442796,"N",TRUE
1744,"N",6.57256816504868e-11,"N",TRUE
1741,"N",0.0301005333519778,"N",TRUE
1740,"N",0.299558825294913,"N",TRUE
1739,"N",9.7397319601672e-12,"N",TRUE
1735,"N",0.094782804064013,"N",TRUE
1734,"N",0.0958770075326259,"N",TRUE
1732,"N",0.00034925563450451,"N",TRUE
1961,"N",2.22044604925031e-16,"N",TRUE
1956,"N",2.22044604925031e-16,"N",TRUE
1953,"N",0.023934399604574,"N",TRUE
1946,"N",2.22044604925031e-16,"N",TRUE
1941,"N",1.4865880043017e-10,"N",TRUE
1936,"N",8.12877172686032e-11,"N",TRUE
1935,"N",0.0115101637418742,"N",TRUE
1933,"N",2.22044604925031e-16,"N",TRUE
1931,"Y",0.947822531749536,"Y",TRUE
1930,"Y",0.824466443976207,"Y",TRUE
1928,"Y",4.75583021890283e-10,"N",FALSE
1927,"Y",0.971945556266134,"Y",TRUE
1926,"N",0.0055048855473821,"N",TRUE
1924,"N",7.77357371213673e-13,"N",TRUE
1916,"N",0.00476940493967326,"N",TRUE
1915,"Y",0.788090385618183,"Y",TRUE
1913,"N",9.70141423762193e-11,"N",TRUE
1911,"N",0.00509927740882031,"N",TRUE
1909,"N",0.0670111519381296,"N",TRUE
1905,"N",0.192153461043684,"N",TRUE
1904,"N",0.00229365886706993,"N",TRUE
1903,"Y",0.83803002582153,"Y",TRUE
1902,"N",0.00741613760794939,"N",TRUE
1901,"N",1.57650643016584e-11,"N",TRUE
1899,"N",2.22044604925031e-16,"N",TRUE
1893,"N",5.87087898273269e-11,"N",TRUE
